4 28 29 4 28 29 4 28 29 4 28 29 4 1 0 4 1 0 4 1 0 4 1 0
2 59 35 2 59 35 2 59 35 2 59 35 1 1 0 1 1 0 1 1 0 1 1 0
3 39 49 3 39 49 3 39 49 3 39 49 2 1 0 2 1 0 2 1 0 2 1 0
2 59 35 2 59 35 2 59 35 2 59 35 1 2 0 1 2 0 1 2 0 1 2 0
2 59 15 2 59 15 2 59 15 2 59 15 1 2 0 1 2 0 1 2 0 1 2 0
3 38 22 3 38 22 3 38 22 3 38 22 2 2 0 2 2 0 2 2 0 2 2 0
3 38 11 3 38 11 3 38 11 3 38 11 2 2 0 2 2 0 2 2 0 2 2 0
3 38 17 3 38 17 3 38 17 3 38 17 2 2 0 2 2 0 2 2 0 2 2 0
2 59 8 2 59 8 2 59 8 2 59 8 1 2 0 1 2 0 1 2 0 1 2 0
2 59 28 2 59 28 2 59 28 2 59 28 1 2 0 1 2 0 1 2 0 1 2 0
2 59 48 2 59 48 2 59 48 2 59 48 1 2 0 1 2 0 1 2 0 1 2 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
2 59 42 2 59 42 2 59 42 2 59 42 1 1 0 1 1 0 1 1 0 1 1 0
2 59 22 2 59 22 2 59 22 2 59 22 1 1 0 1 1 0 1 1 0 1 1 0
2 59 2 2 59 2 2 59 2 2 59 2 1 1 0 1 1 0 1 1 0 1 1 0
3 39 19 3 39 19 3 39 19 3 39 19 2 1 0 2 1 0 2 1 0 2 1 0
3 39 16 3 39 16 3 39 16 3 39 16 2 1 0 2 1 0 2 1 0 2 1 0
3 39 26 3 39 26 3 39 26 3 39 26 2 1 0 2 1 0 2 1 0 2 1 0
2 59 14 2 59 14 2 59 14 2 59 14 1 1 0 1 1 0 1 1 0 1 1 0
2 59 34 2 59 34 2 59 34 2 59 34 1 1 0 1 1 0 1 1 0 1 1 0
2 59 54 2 59 54 2 59 54 2 59 54 1 1 0 1 1 0 1 1 0 1 1 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 119 0 1 119 0 1 119 0 1 119 0 1 1 0 1 1 0 1 1 0 1 1 0
2 59 40 2 59 40 2 59 40 2 59 40 1 2 0 1 2 0 1 2 0 1 2 0
2 59 20 2 59 20 2 59 20 2 59 20 1 2 0 1 2 0 1 2 0 1 2 0
2 59 0 2 59 0 2 59 0 2 59 0 1 2 0 1 2 0 1 2 0 1 2 0
2 59 20 2 59 20 2 59 20 2 59 20 1 2 0 1 2 0 1 2 0 1 2 0
