26 3 2 26 3 2 26 3 2 26 3 2 26 1 1 26 1 1 26 1 1 26 1 1
22 3 3 22 3 3 22 3 3 22 3 3 21 1 1 21 1 1 21 1 1 21 1 1
18 5 6 18 5 6 18 5 6 18 5 6 17 1 1 17 1 1 17 1 1 17 1 1
16 6 11 16 6 11 16 6 11 16 6 11 15 1 0 15 1 0 15 1 0 15 1 0
12 8 18 12 8 18 12 8 18 12 8 18 12 1 0 12 1 0 12 1 0 12 1 0
9 12 27 9 12 27 9 12 27 9 12 27 8 1 0 8 1 0 8 1 0 8 1 0
2 59 52 2 59 52 2 59 52 2 59 52 1 2 0 1 2 0 1 2 0 1 2 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
4 28 41 4 28 41 4 28 41 4 28 41 3 1 0 3 1 0 3 1 0 3 1 0
8 13 25 8 13 25 8 13 25 8 13 25 7 1 0 7 1 0 7 1 0 7 1 0
10 10 17 10 10 17 10 10 17 10 10 17 10 1 0 10 1 0 10 1 0 10 1 0
13 8 10 13 8 10 13 8 10 13 8 10 12 1 0 12 1 0 12 1 0 12 1 0
15 6 5 15 6 5 15 6 5 15 6 5 15 1 0 15 1 0 15 1 0 15 1 0
17 5 3 17 5 3 17 5 3 17 5 3 16 1 0 16 1 0 16 1 0 16 1 0
13 7 7 13 7 7 13 7 7 13 7 7 13 1 0 13 1 0 13 1 0 13 1 0
9 11 13 9 11 13 9 11 13 9 11 13 9 1 0 9 1 0 9 1 0 9 1 0
7 15 22 7 15 22 7 15 22 7 15 22 6 1 0 6 1 0 6 1 0 6 1 0
5 22 33 5 22 33 5 22 33 5 22 33 4 1 0 4 1 0 4 1 0 4 1 0
2 59 51 2 59 51 2 59 51 2 59 51 1 2 0 1 2 0 1 2 0 1 2 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
3 38 52 3 38 52 3 38 52 3 38 52 3 1 0 3 1 0 3 1 0 3 1 0
8 14 29 8 14 29 8 14 29 8 14 29 7 1 0 7 1 0 7 1 0 7 1 0
8 14 23 8 14 23 8 14 23 8 14 23 7 1 0 7 1 0 7 1 0 7 1 0
8 14 19 8 14 19 8 14 19 8 14 19 7 1 0 7 1 0 7 1 0 7 1 0
8 14 21 8 14 21 8 14 21 8 14 21 7 1 0 7 1 0 7 1 0 7 1 0
8 14 26 8 14 26 8 14 26 8 14 26 7 1 0 7 1 0 7 1 0 7 1 0
5 23 39 5 23 39 5 23 39 5 23 39 4 1 0 4 1 0 4 1 0 4 1 0
