16 6 5 16 6 5 16 6 5 16 6 5 16 1 1 16 1 1 16 1 1 16 1 1
11 9 9 11 9 9 11 9 9 11 9 9 11 1 0 11 1 0 11 1 0 11 1 0
10 11 15 10 11 15 10 11 15 10 11 15 9 1 0 9 1 0 9 1 0 9 1 0
6 19 25 6 19 25 6 19 25 6 19 25 6 1 0 6 1 0 6 1 0 6 1 0
4 29 37 4 29 37 4 29 37 4 29 37 3 1 0 3 1 0 3 1 0 3 1 0
2 59 54 2 59 54 2 59 54 2 59 54 1 1 0 1 1 0 1 1 0 1 1 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
4 28 43 4 28 43 4 28 43 4 28 43 3 2 1 3 2 1 3 2 1 3 2 1
7 15 27 7 15 27 7 15 27 7 15 27 6 1 1 6 1 1 6 1 1 6 1 1
7 15 21 7 15 21 7 15 21 7 15 21 6 1 1 6 1 1 6 1 1 6 1 1
7 15 20 7 15 20 7 15 20 7 15 20 6 1 1 6 1 1 6 1 1 6 1 1
7 15 23 7 15 23 7 15 23 7 15 23 6 1 1 6 1 1 6 1 1 6 1 1
7 15 30 7 15 30 7 15 30 7 15 30 6 1 1 6 1 1 6 1 1 6 1 1
3 39 50 3 39 50 3 39 50 3 39 50 3 1 0 3 1 0 3 1 0 3 1 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
3 38 51 3 38 51 3 38 51 3 38 51 3 2 0 3 2 0 3 2 0 3 2 0
6 18 32 6 18 32 6 18 32 6 18 32 5 1 0 5 1 0 5 1 0 5 1 0
8 13 22 8 13 22 8 13 22 8 13 22 7 1 0 7 1 0 7 1 0 7 1 0
10 10 13 10 10 13 10 10 13 10 10 13 9 1 0 9 1 0 9 1 0 9 1 0
14 7 7 14 7 7 14 7 7 14 7 7 13 1 0 13 1 0 13 1 0 13 1 0
18 5 4 18 5 4 18 5 4 18 5 4 17 1 0 17 1 0 17 1 0 17 1 0
16 6 4 16 6 4 16 6 4 16 6 4 15 1 0 15 1 0 15 1 0 15 1 0
17 6 4 17 6 4 17 6 4 17 6 4 16 1 0 16 1 0 16 1 0 16 1 0
17 5 4 17 5 4 17 5 4 17 5 4 17 1 0 17 1 0 17 1 0 17 1 0
16 6 4 16 6 4 16 6 4 16 6 4 16 1 0 16 1 0 16 1 0 16 1 0
15 6 4 15 6 4 15 6 4 15 6 4 15 1 1 15 1 1 15 1 1 15 1 1
13 7 4 13 7 4 13 7 4 13 7 4 12 1 1 12 1 1 12 1 1 12 1 1
14 7 4 14 7 4 14 7 4 14 7 4 13 1 1 13 1 1 13 1 1 13 1 1
15 6 3 15 6 3 15 6 3 15 6 3 14 1 1 14 1 1 14 1 1 14 1 1
14 7 3 14 7 3 14 7 3 14 7 3 13 1 1 13 1 1 13 1 1 13 1 1
16 6 3 16 6 3 16 6 3 16 6 3 15 1 1 15 1 1 15 1 1 15 1 1
15 7 3 15 7 3 15 7 3 15 7 3 14 1 0 14 1 0 14 1 0 14 1 0
14 7 7 14 7 7 14 7 7 14 7 7 13 1 0 13 1 0 13 1 0 13 1 0
12 9 13 12 9 13 12 9 13 12 9 13 11 1 0 11 1 0 11 1 0 11 1 0
8 14 22 8 14 22 8 14 22 8 14 22 7 1 0 7 1 0 7 1 0 7 1 0
6 19 32 6 19 32 6 19 32 6 19 32 5 1 0 5 1 0 5 1 0 5 1 0
3 39 51 3 39 51 3 39 51 3 39 51 2 1 0 2 1 0 2 1 0 2 1 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
1 120 0 1 120 0 1 120 0 1 120 0 0 0 0 0 0 0 0 0 0 0 0 0
4 28 46 4 28 46 4 28 46 4 28 46 4 1 0 4 1 0 4 1 0 4 1 0
6 18 31 6 18 31 6 18 31 6 18 31 5 1 0 5 1 0 5 1 0 5 1 0
9 12 20 9 12 20 9 12 20 9 12 20 8 1 0 8 1 0 8 1 0 8 1 0
11 9 12 11 9 12 11 9 12 11 9 12 10 1 0 10 1 0 10 1 0 10 1 0
