2 361 2 361 0 0 0 0 8 1227 8 1227 0 5 21 40 0 625 2791 4301 0 5 21 40 0 625 2791 4301
0 102 0 102 0 0 0 0 4 419 4 419 0 0 5 9 0 15 610 1132 0 0 5 9 0 15 610 1132
0 86 0 86 0 0 0 0 4 406 4 406 0 0 3 9 0 0 382 1132 0 0 3 9 0 0 382 1132
0 61 0 61 0 0 0 0 4 381 4 381 0 0 0 4 0 0 7 513 0 0 0 4 0 0 7 513
0 30 0 30 0 0 0 0 3 281 3 281 0 0 0 1 0 0 0 96 0 0 0 1 0 0 0 96
0 1 0 1 0 0 0 0 0 14 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 120 0 120 0 0 0 0 5 789 5 789 0 0 0 16 0 0 16 1649 0 0 0 16 0 0 16 1649
1 132 1 132 0 0 0 0 5 790 5 790 0 0 3 16 0 0 350 1649 0 0 3 16 0 0 350 1649
1 132 1 132 0 0 0 0 5 790 5 790 0 0 3 16 0 0 350 1649 0 0 3 16 0 0 350 1649
1 132 1 132 0 0 0 0 5 790 5 790 0 0 3 16 0 0 350 1649 0 0 3 16 0 0 350 1649
1 132 1 132 0 0 0 0 5 790 5 790 0 0 3 16 0 0 350 1649 0 0 3 16 0 0 350 1649
1 132 1 132 0 0 0 0 5 790 5 790 0 0 3 16 0 0 350 1649 0 0 3 16 0 0 350 1649
0 11 0 11 0 0 0 0 0 73 0 73 0 0 0 1 0 0 0 215 0 0 0 1 0 0 0 215
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 148 0 148 0 0 0 0 5 891 5 891 0 0 0 13 0 0 18 2513 0 0 0 13 0 0 18 2513
1 159 1 159 0 0 0 0 5 894 5 894 0 0 3 13 0 0 384 2541 0 0 3 13 0 0 384 2541
1 174 1 174 0 0 0 0 6 900 6 900 0 0 5 13 0 0 610 2644 0 0 5 13 0 0 610 2644
1 185 1 185 0 0 0 0 6 903 6 903 0 0 7 13 0 38 895 2644 0 0 7 13 0 38 895 2644
1 241 1 241 0 0 0 0 7 969 7 969 0 3 9 31 0 384 977 3343 0 3 9 31 0 384 977 3343
2 390 2 390 0 0 0 0 9 1300 9 1300 0 7 17 42 0 892 3097 4479 0 7 17 42 0 892 3097 4479
1 250 1 250 0 0 0 0 7 985 7 985 0 3 9 31 0 444 977 3343 0 3 9 31 0 444 977 3343
2 264 2 264 0 0 0 0 7 989 7 989 0 5 9 31 0 622 1236 3343 0 5 9 31 0 622 1236 3343
2 278 2 278 0 0 0 0 7 1009 7 1009 0 3 9 31 0 470 1308 3343 0 3 9 31 0 470 1308 3343
2 292 2 292 0 0 0 0 8 1039 8 1039 0 3 17 33 0 470 2689 3343 0 3 17 33 0 470 2689 3343
2 387 2 387 0 0 0 0 9 1282 9 1282 0 7 18 42 0 892 3085 4408 0 7 18 42 0 892 3085 4408
1 245 1 245 0 0 0 0 6 945 6 945 0 3 9 30 0 432 977 3197 0 3 9 30 0 432 977 3197
2 256 2 256 0 0 0 0 6 947 6 947 0 3 9 30 0 482 1236 3197 0 3 9 30 0 482 1236 3197
2 268 2 268 0 0 0 0 7 971 7 971 0 3 9 31 0 482 1308 3197 0 3 9 31 0 482 1308 3197
